Exp_ID,redu_1,redu_2
1.0,1.5926958322525024,-1.6228758096694946
2.0,23.56660270690918,13.360169410705566
3.0,9.377633094787598,5.96858024597168
4.0,4.828365325927734,28.088119506835938
5.0,2.0817065238952637,1.3268283605575562
6.0,9.16738510131836,5.375485420227051
7.0,8.329957962036133,-10.629850387573242
8.0,9.903599739074707,6.166811943054199
9.0,-6.215735912322998,4.436250686645508
10.0,14.261972427368164,2.3867580890655518
11.0,-3.287264108657837,6.474371910095215
12.0,-6.306212902069092,15.51266098022461
13.0,-2.867220401763916,-11.627951622009277
14.0,1.5781737565994263,29.5277099609375
15.0,8.098410606384277,-11.08823299407959
16.0,-5.632688045501709,15.425740242004395
17.0,-8.617315292358398,-6.21309757232666
18.0,10.62174129486084,5.229132652282715
19.0,-3.3833560943603516,-12.122014999389648
20.0,-3.025442123413086,-12.490396499633789
21.0,-5.26107120513916,14.840458869934082
22.0,-3.1196305751800537,-10.086409568786621
23.0,-3.39322829246521,-11.450538635253906
24.0,13.77407455444336,3.116217613220215
25.0,25.88443946838379,14.303755760192871
26.0,-5.444610595703125,4.746861934661865
27.0,-4.985465049743652,5.6879963874816895
28.0,-2.589123487472534,8.203550338745117
29.0,13.261603355407715,1.1570260524749756
30.0,-2.843827724456787,10.990408897399902
31.0,9.874053001403809,5.463573932647705
32.0,5.070244789123535,26.4105224609375
33.0,25.434951782226562,13.243121147155762
34.0,-3.973665952682495,5.683558464050293
35.0,1.141336441040039,30.292190551757812
36.0,12.288177490234375,4.513917446136475
37.0,11.415327072143555,-0.6557815670967102
38.0,-2.9732420444488525,-10.87779712677002
39.0,-6.532492160797119,5.336748123168945
40.0,8.785191535949707,-10.052403450012207
41.0,9.403287887573242,-11.889211654663086
42.0,8.04626750946045,-1.0680128335952759
43.0,9.266677856445312,-10.65516471862793
44.0,2.011812448501587,30.061681747436523
45.0,5.220378398895264,27.451828002929688
46.0,23.843017578125,13.039554595947266
47.0,-2.22240948677063,10.391430854797363
48.0,-2.18007755279541,11.11734390258789
49.0,2.3141188621520996,1.0700730085372925
50.0,-2.5674197673797607,-12.33623218536377
51.0,9.352287292480469,-2.2091386318206787
52.0,13.191283226013184,3.6858949661254883
53.0,0.2005567103624344,29.93358039855957
54.0,-8.205312728881836,-5.675536632537842
55.0,12.090917587280273,-0.19073963165283203
56.0,8.93226432800293,-12.276984214782715
57.0,-2.7698938846588135,6.048390865325928
58.0,4.0676093101501465,28.280414581298828
59.0,8.798759460449219,-10.927932739257812
60.0,-6.958521842956543,4.232718467712402
61.0,1.79031240940094,-0.9905401468276978
62.0,25.23410987854004,14.048473358154297
63.0,7.566117763519287,-11.525010108947754
64.0,-7.164894104003906,4.85070276260376
65.0,-2.461653470993042,9.557798385620117
66.0,-7.868953227996826,-5.836122512817383
67.0,0.13423830270767212,-3.0613491535186768
68.0,3.463188409805298,29.091129302978516
69.0,14.367371559143066,1.572572946548462
70.0,11.391918182373047,5.144404888153076
71.0,-1.5189346075057983,11.73233413696289
72.0,12.60050106048584,0.3858073353767395
73.0,14.959836959838867,2.066486358642578
74.0,-3.2397189140319824,5.461225509643555
75.0,24.360008239746094,13.62294864654541
76.0,14.099254608154297,2.6414716243743896
77.0,9.583671569824219,-10.61064338684082
78.0,4.028596878051758,26.333789825439453
79.0,13.715863227844238,2.0244829654693604
80.0,25.841875076293945,13.431276321411133
81.0,-1.6472450494766235,11.80642318725586
82.0,4.257088661193848,27.032909393310547
83.0,-2.4086663722991943,6.91195011138916
84.0,0.5724245309829712,-2.5797219276428223
85.0,-0.12360318750143051,-2.721034049987793
86.0,-4.8301191329956055,14.51772403717041
87.0,-4.618363380432129,15.09280776977539
88.0,-8.371541023254395,-6.270871162414551
89.0,-2.918280601501465,7.296737194061279
90.0,-5.74412727355957,5.030412673950195
91.0,2.07067608833313,0.459124892950058
92.0,0.7522923946380615,29.465717315673828
93.0,9.70059585571289,-1.5530446767807007
94.0,9.663887023925781,-11.122949600219727
95.0,1.257764220237732,-2.0989816188812256
96.0,-2.380432367324829,-9.52722454071045
97.0,8.278279304504395,-1.5438525676727295
98.0,-2.5695407390594482,5.3094706535339355
99.0,10.792997360229492,-1.0271046161651611
100.0,-2.5231828689575195,8.894338607788086
101.0,-2.703857421875,-9.39045238494873
102.0,4.7410430908203125,26.631221771240234
103.0,4.4163737297058105,25.916404724121094
104.0,8.903491020202637,-1.3133302927017212
105.0,11.72831916809082,4.769171714782715
106.0,0.5075505375862122,30.447961807250977
107.0,1.976478099822998,-0.2723434567451477
108.0,-6.086832523345947,14.84370231628418
109.0,8.20908260345459,-11.840546607971191
110.0,9.103862762451172,-2.0426323413848877
111.0,2.9471054077148438,29.618680953979492
112.0,-5.801918983459473,5.377872943878174
113.0,-7.614222049713135,-5.873825550079346
