csv_name,kind,kind_describe,Size,Length,describe,attention,discussion,
Target,Traget XXL 360 Coils,,8,40,,,,
Target,Traget XXL 360 Coils,,10,40,,,,
Target,Traget XXL 360 Coils,,12,45,,,,
Target,Traget XXL 360 Coils,,14,50,,,,
Target,Traget XXL 360 Coils,,16,50,,,,
Target,Traget XXL 360 Coils,,18,50,,,,
Target,Traget XXL 360 Coils,,20,50,,,,
Target,Traget XXL 360 Coils,,22,50,,,,
Target,Traget XXL 360 Coils,,24,50,,,,
Target,Traget 3D Shape Coils,,3,6,,,,
Target,Traget 3D Shape Coils,,4,8,,,,
Target,Traget 3D Shape Coils,,5,10,,,,
Target,Traget 3D Shape Coils,,6,15,,,,
V-Trak Bare,HyperSoft -Microvention 3D Shape-,,1,2,0.01,,,
V-Trak Bare,HyperSoft -Microvention 3D Shape-,,1,3,0.01,,,
V-Trak Bare,HyperSoft -Microvention 3D Shape-,,1.5,2,0.01,,,
V-Trak Bare,HyperSoft -Microvention 3D Shape-,,1.5,3,0.01,,,
V-Trak Bare,HyperSoft -Microvention 3D Shape-,,1.5,4,0.01,,,
V-Trak Bare,HyperSoft -Microvention 3D Shape-,,2,2,0.01,,,
V-Trak Bare,HyperSoft -Microvention 3D Shape-,,2,3,0.01,,,
V-Trak Bare,HyperSoft -Microvention 3D Shape-,,2,4,0.01,,,
V-Trak Bare,HyperSoft -Microvention 3D Shape-,,2.5,4,0.01,,,
V-Trak Bare,HyperSoft -Microvention 3D Shape-,,2.5,6,0.01,,,
V-Trak Bare,HyperSoft -Microvention 3D Shape-,,3,4,0.01,,,
V-Trak Bare,HyperSoft -Microvention 3D Shape-,,3,6,0.01,,,
V-Trak Bare,HyperSoft -Microvention 3D Shape-,,3.5,5,0.01,,,
V-Trak Bare,HyperSoft -Microvention 3D Shape-,,3.5,8,0.01,,型番が間違っている可能性あり？,
V-Trak Bare,HyperSoft -Microvention 3D Shape-,,4,6,0.01,,,
V-Trak Bare,HyperSoft -Microvention 3D Shape-,,4,8,0.01,,,
V-Trak Bare,HyperSoft -Microvention 3D Shape-,,5,10,0.01,,,
V-Trak Bare,HyperSoft -Microvention 3D Shape-,,5,15,0.01,,,
V-Trak Bare,HyperSoft -Helical Shape-,,1.5,2,0.01,,,
V-Trak Bare,HyperSoft -Helical Shape-,,1.5,3,0.01,,,
V-Trak Bare,HyperSoft -Helical Shape-,,1.5,4,0.01,,,
V-Trak Bare,HyperSoft -Helical Shape-,,2,2,0.01,,,
V-Trak Bare,HyperSoft -Helical Shape-,,2,3,0.01,,,
V-Trak Bare,HyperSoft -Helical Shape-,,2,4,0.01,,,
V-Trak Bare,HyperSoft -Helical Shape-,,2,6,0.01,,,
V-Trak Bare,HyperSoft -Helical Shape-,,2.5,4,0.01,,,
V-Trak Bare,HyperSoft -Helical Shape-,,2.5,6,0.01,,,
V-Trak Bare,HyperSoft -Helical Shape-,,3,4,0.01,,,
V-Trak Bare,HyperSoft -Helical Shape-,,3,6,0.01,,,
V-Trak Bare,HyperSoft -Helical Shape-,,3,8,0.01,,,
