mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_copy_X,param_fit_intercept,param_n_jobs,param_positive,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score
0.006379604339599609,0.00048101405374371714,0.004105591773986816,0.00030650210965035916,False,True,-1,False,"{'copy_X': False, 'fit_intercept': True, 'n_jobs': -1, 'positive': False}",-16.428862210757153,-4.82760388007029,-6.5232032435889336,-8.160267792679978,-7.62677437811313,-8.187832659791031,-9.777493869294702,-10.01342045085494,-24.87679369620556,-16.92089139997125,-11.334314358132698,5.864608265015457,13
0.010238575935363769,0.001975589577140487,0.004510188102722168,0.0015663147830942787,False,True,1,True,"{'copy_X': False, 'fit_intercept': True, 'n_jobs': 1, 'positive': True}",-15.516316061899024,-4.900054520611232,-6.583486231038948,-8.211992930199552,-7.611871670930959,-8.287246702207046,-9.973209388965879,-10.130940158046847,-24.772627603680245,-16.9035571274258,-11.289130239500555,5.73789443807039,7
0.0062800168991088865,0.0004571697366857208,0.004105305671691895,0.0002880075603450819,False,True,1,False,"{'copy_X': False, 'fit_intercept': True, 'n_jobs': 1, 'positive': False}",-16.428862210757153,-4.82760388007029,-6.5232032435889336,-8.160267792679978,-7.62677437811313,-8.187832659791031,-9.777493869294702,-10.01342045085494,-24.87679369620556,-16.92089139997125,-11.334314358132698,5.864608265015457,13
0.010823845863342285,0.0032160999843987605,0.005403852462768555,0.0024132526058989684,False,True,2,True,"{'copy_X': False, 'fit_intercept': True, 'n_jobs': 2, 'positive': True}",-15.516316061899024,-4.900054520611232,-6.583486231038948,-8.211992930199552,-7.611871670930959,-8.287246702207046,-9.973209388965879,-10.130940158046847,-24.772627603680245,-16.9035571274258,-11.289130239500555,5.73789443807039,7
0.006275439262390136,0.0004559177000482872,0.003924655914306641,0.0003000907288408376,False,True,2,False,"{'copy_X': False, 'fit_intercept': True, 'n_jobs': 2, 'positive': False}",-16.428862210757153,-4.82760388007029,-6.5232032435889336,-8.160267792679978,-7.62677437811313,-8.187832659791031,-9.777493869294702,-10.01342045085494,-24.87679369620556,-16.92089139997125,-11.334314358132698,5.864608265015457,13
0.01025850772857666,0.00195189289375488,0.0042205810546875,0.0017111264156095276,False,False,-1,True,"{'copy_X': False, 'fit_intercept': False, 'n_jobs': -1, 'positive': True}",-15.625779616433668,-5.025517273587001,-6.361064835713747,-8.054684978381273,-7.497716615360176,-8.318930644116127,-10.037113397311712,-10.206546871077304,-24.771209658764423,-16.90343469508124,-11.280199858582666,5.762025323400623,1
0.0059825658798217775,0.00043893778657710356,0.0039124727249145504,0.00029751175765272314,False,False,-1,False,"{'copy_X': False, 'fit_intercept': False, 'n_jobs': -1, 'positive': False}",-16.428862210757266,-4.827603880070275,-6.523203243588882,-8.160267792679868,-7.626774378113262,-8.187832659791129,-9.777493869294796,-10.01342045085496,-24.876793696205375,-16.920891399971225,-11.334314358132705,5.864608265015418,19
0.009761881828308106,0.0021479978518433207,0.004609894752502441,0.0016166673364035506,False,False,1,True,"{'copy_X': False, 'fit_intercept': False, 'n_jobs': 1, 'positive': True}",-15.625779616433668,-5.025517273587001,-6.361064835713747,-8.054684978381273,-7.497716615360176,-8.318930644116127,-10.037113397311712,-10.206546871077304,-24.771209658764423,-16.90343469508124,-11.280199858582666,5.762025323400623,1
0.005885267257690429,0.00029712840594787657,0.00400247573852539,0.0004411258435501577,False,False,1,False,"{'copy_X': False, 'fit_intercept': False, 'n_jobs': 1, 'positive': False}",-16.428862210757266,-4.827603880070275,-6.523203243588882,-8.160267792679868,-7.626774378113262,-8.187832659791129,-9.777493869294796,-10.01342045085496,-24.876793696205375,-16.920891399971225,-11.334314358132705,5.864608265015418,19
0.011677885055541992,0.00348770092160501,0.0057116270065307615,0.00218626195220505,False,False,2,True,"{'copy_X': False, 'fit_intercept': False, 'n_jobs': 2, 'positive': True}",-15.625779616433668,-5.025517273587001,-6.361064835713747,-8.054684978381273,-7.497716615360176,-8.318930644116127,-10.037113397311712,-10.206546871077304,-24.771209658764423,-16.90343469508124,-11.280199858582666,5.762025323400623,1
0.0062767982482910155,0.000628394343223989,0.004014062881469727,0.0006259127248148436,False,False,2,False,"{'copy_X': False, 'fit_intercept': False, 'n_jobs': 2, 'positive': False}",-16.428862210757266,-4.827603880070275,-6.523203243588882,-8.160267792679868,-7.626774378113262,-8.187832659791129,-9.777493869294796,-10.01342045085496,-24.876793696205375,-16.920891399971225,-11.334314358132705,5.864608265015418,19
