mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_learning_rate,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score
0.23426504135131837,0.0006637896932048259,0.004699134826660156,0.000458460791075864,0.01,100,"{'learning_rate': 0.01, 'n_estimators': 100}",-1.584935349169095,-0.7895998397125381,-0.770315780197453,-0.6340042796590767,-0.618413746215722,-0.6050773553333956,-0.8201649536327583,-0.5603084340300826,-0.8020518039885343,-0.969155644154646,-0.8154027186093302,0.2827967254670313,9
0.4608360528945923,0.0019192455783376174,0.004996800422668457,0.0004472388812737317,0.01,200,"{'learning_rate': 0.01, 'n_estimators': 200}",-1.1301450857444408,-0.5442700358006116,-0.6122461240382095,-0.4965568155848459,-0.5075003224978014,-0.5201600500218188,-0.7361905987378042,-0.43965975905032206,-0.7031553209366802,-0.8737197529031995,-0.6563603865315735,0.20198915131127676,3
0.7093940496444702,0.015437388687800292,0.005498051643371582,0.0006700501702721773,0.01,300,"{'learning_rate': 0.01, 'n_estimators': 300}",-0.9959411759581874,-0.5084073869108044,-0.5811339368874066,-0.4781145391674284,-0.4864515592864213,-0.5173049363055497,-0.706699719024539,-0.405405563093756,-0.6993972976340899,-0.8552852362423338,-0.6234141350510516,0.17858396338206275,1
0.2416602373123169,0.00776689765187102,0.004898786544799805,0.0006959511180521158,0.1,100,"{'learning_rate': 0.1, 'n_estimators': 100}",-0.9280114791812519,-0.6077891125454186,-0.6033728870936564,-0.5289926295120481,-0.4789572249315408,-0.6165074481624173,-0.7114997834032243,-0.41812269921943773,-0.7340005573719988,-0.860133235925383,-0.6487387057346379,0.153300966305277,2
0.5461911916732788,0.04626394959558485,0.006292009353637695,0.0014220980478109528,0.1,200,"{'learning_rate': 0.1, 'n_estimators': 200}",-0.9821157223620836,-0.6745317538234336,-0.730173735175906,-0.5370141306735069,-0.46443980622828895,-0.6691462149470933,-0.6990787748041052,-0.45361409602716535,-0.7641279875881906,-0.8735271649670593,-0.6847769386596834,0.160239459355024,4
0.7671639919281006,0.06953804314923925,0.005499839782714844,0.001027397710845232,0.1,300,"{'learning_rate': 0.1, 'n_estimators': 300}",-1.0269540666257577,-0.7129004582388261,-0.7345043553137017,-0.5569486921524363,-0.4741937831697201,-0.6965751151589793,-0.7135863215967744,-0.47082422998427875,-0.7720420862649442,-0.8899692922619555,-0.7048498400767375,0.16536900995011936,6
0.23076767921447755,0.0014449060478464776,0.004797983169555664,0.0005996818285836557,0.2,100,"{'learning_rate': 0.2, 'n_estimators': 100}",-0.9544280724172811,-0.7126854035338995,-0.6183567215329637,-0.5646781192283031,-0.5373404455602171,-0.6621838809428097,-0.7093807785077343,-0.4568211218676964,-0.776709684426242,-0.9022364181847414,-0.6894820646201889,0.14921864159542805,5
0.4603374242782593,0.011818561245367402,0.00439600944519043,0.0004897979490550364,0.2,200,"{'learning_rate': 0.2, 'n_estimators': 200}",-1.0490064874117482,-0.836445753871607,-0.6569698170413594,-0.5783829866907829,-0.5490718618822885,-0.7104416633488664,-0.7368515788689095,-0.5248263543225496,-0.8536594583031462,-0.949076806322176,-0.7444732768063433,0.16669409223657308,7
0.6915054798126221,0.025536513551093227,0.004996538162231445,3.857668603931595e-06,0.2,300,"{'learning_rate': 0.2, 'n_estimators': 300}",-1.1294829114884208,-0.9000255540091775,-0.702764744915614,-0.6022645249410519,-0.571037986574938,-0.7081605744657415,-0.7626439380787365,-0.5533385276826913,-0.9182979350509262,-0.9937199567642758,-0.7841736653971575,0.1841821513405754,8
